detail_url,description,company,error
https://ikman.lk/en/ad/room-boy-matara-69,"• We are recruiting a room boy for our hotel.
• Food and accomodation are provided.
• Attractive salary and service charges.",,
https://ikman.lk/en/ad/steward-colombo-490,"තනතුර: ස්ටුවර්ඩ් (Steward)
📋 ප්‍රධාන රාජකාරි:
රෝහලේ ආහාර සැපයුම් සහ සේවා ක්‍රියාවලියට සහය වීම
ආහාර භාණ්ඩ, භාජන සහ උපකරණ නිසි ලෙස පිරිසිදු කිරීම හා සංවිධානය කිරීම
කුස්සිය හා ආහාර සපයන ප්‍රදේශ පිරිසිදුව සහ සෞඛ්‍යාරක්ෂිතව පවත්වා ගැනීම
රෝගීන්ට හා කාර්ය මණ්ඩලයට ආහාර සේවය ලබාදීමේදී සහය වීම
සෞඛ්‍ය හා ආරක්ෂක නීති රීති අනුගමනය කිරීම
🎓 අවශ්‍ය සුදුසුකම්:
G.C.E. (O/L) විභාගය සමත් වීම
Hotel / Hospital Stewarding ක්ෂේත්‍රයේ අත්දැකීම් තිබීම වාසිදායකය
කණ්ඩායමක් ලෙස වැඩ කිරීමේ හැකියාව
කාර්යශූර, විනයගරුක සහ වගකීම් දරන ස්වභාවය
Shift basis වැඩ කිරීමට හැකියාව
💼 වැඩ පරිසරය:
රෝහල් ආහාර සේවා පරිසරයක සේවය කිරීම
වෘත්තීය මට්ටමේ පුහුණු අවස්ථා ලබාදීම
සෞඛ්‍ය සහ ආරක්ෂක ප්‍රමිතීන්ට අනුකූල සේවා පරිසරයක්
📩 අයදුම් කිරීම:
ඔබගේ CV එක පහත විද්‍යුත් ලිපිනයට එවන්න:
📧 careers@ninewellshospital.lk",,
https://ikman.lk/en/ad/room-assistant-kurunegala-4,"🏨🏨දිවයිනේ ප්‍රමුඛ පෙළේ සුඛෝපභෝගී හෝටල් ජාලයන් සඳහා කඩිනම් බඳවා ගැනීම්!
අති නවීන පහසුකම් සහිත, වායු සමීකරණය කරන ලද තරු පන්තියේ හෝටල් සඳහා සේවය කිරීමට කැමති ඔබට අනගි අවස්ථාවක්!
👨‍🍳👨‍🍳තනතුර සඳහා පුහුණු / නුපුහුණු කාන්තා හා පිරිමි සේවකයින් බඳවා ගැනේ.
රැකියා ස්ථාන
📍📍කොළඹ
📍📍නුවර
📍📍කුරුණෑගල
📍📍කලුතර
📢සහ දිවයිනේ සෑම ප්‍රදේශයකම පිහිටි හෝටල් සඳහා
✔️✔️සුදුසුකම් වයස අවුරුදු 18 - 45 අතර
✔️✔️ගැහැනු / පිරිමි දෙපාර්ශ්වයටම අවස්ථාව
✔️✔️පුහුණු / නුපුහුණු අයදුම්කරුවන්ට අයදුම් කළ හැක
✔️✔️හෝටල් ක්ෂේත්‍රයේ පළපුරුද්ද ඇති අයට විශේෂ සැලකිල්ල
✅✅වැටුප් හා දීමනා ✓මාසික වැටුප රු. 55,000 - 95,000+ දක්වා සර්විස් චාර්ජ් සහ අතිකාල දීමනා
✔️✔️දිරි දීමනා සහ වැටුප් වර්ධක
✔️✔️ස්ථිර සේවයට බඳවා ගැනීමේ අවස්ථාව
✔️✔️ප්‍රධාන ආහාර වේල් නොමිලේ
✔️✔️නවාතැන් පහසුකම් නොමිලේ
✔️✔️දක්ෂතාවය සහ පළපුරුද්ද මත වැඩි වැටුප්
💢💢අවස්ථා සීමිතයි!💢💢
වැඩි විස්තර සඳහා අමතන්න: 0760380799 ☎️☎️
(📱📱WhatsApp මගින්ද සම්බන්ධ වී ඔබගේ රැකියා අවස්ථාව අදම වෙන් කරවා ගත හැක.)",,
https://ikman.lk/en/ad/wiater-smoke-and-bitters-matara,"Smoke & Bitters
Looking for Staff
Restaurant / Bar based in Dikwella
WAITERS
If you have a passion for hospitality, love the service industry, and want to work alongside industry professionals, then this is your chance!
2 years minimum experience
Fluent in English
Able to Work in a fast paced environment
Salaries range from 50k-70K + SC + tips (total package approx 130k)
accommodation and meals are provided.
SUBMIT YOUR CV and PHOTO
ON WHATSAPP +94 77 76 831 0068",,
https://ikman.lk/en/ad/restaurant-waiter-thannekumbura-kandy,"We Are Hiring – Join Our Hospitality Team in Kandy
We are looking for energetic and experienced individuals for the following positions:
Restaurant Waiter
Requirements:
• Age below 35 years
• Passed G.C.E A/L
• Minimum 1 year experience in a relevant field
• Good communication skills in English will be an added advantage
• Ability to work with a young and dynamic team
• Candidates residing in and around  Kandy  area will be an added advantage
Benefits:
• Attractive salary package
• Free food, accommodation & uniform provided by the hotel
Contact: 0742435564",,
https://ikman.lk/en/ad/bar-assistant-colombo-colombo-1,"HOTEL VACANCIES – COLOMBO
Position: Bar Man / Bar Assistant
Requirements:
•	Age below 35 years
•	Minimum 1 year experience in a relevant field
•	Candidates residing in and around Colombo area will be an added advantage
•	Good communication and teamwork skills
•	Ability to work in a young and dynamic team
•	Who have followed Diploma / Course is preferred
Benefits:
•	Free food and accommodation provided by the hotel
•	Uniform provided
•	Attractive and competitive salary package
How to Apply:
For more information:
0776185564",,
https://ikman.lk/en/ad/hotel-receptionist-male-female-habarana-anuradhapura-1,"𝐏𝐎𝐒𝐈𝐓𝐈𝐎𝐍 - Hotel Receptionist (Male / Female) – Habarana
========================
𝐑𝐄𝐐𝐔𝐈𝐑𝐄𝐌𝐄𝐍𝐓𝐒
♦ Age below 35 years
♦ Must have at least 01 year experience in Front Office / Reception
♦ Diploma or course in Hospitality / Front Office is preferred
♦ Good communication skills in English (additional languages are an advantage)
♦ Basic computer knowledge (MS Office / hotel systems) will be an advantage
♦ Friendly personality with good customer service skills
♦ Food, accommodation, and uniform will be provided by the hotel
♦ Attractive salary package
Apply now :- Call for more information
More Information ＃ :-  0767895583",,
https://ikman.lk/en/ad/house-keeping-trincomalee-trincomalee-5,"⭕Hotel Vacancies
1. Cook
2. Kitchen Helper
3. House Keeping
4. Waiter
🛑Food and Accomodations will be Provided.
📍Location :- Trincomalee
📲Contact :- 0777567517",,
https://ikman.lk/en/ad/hottel-seevk-seevkaa-vaadduuv-kalutara-2,"⸻
🏨 හෝටල් රැකියා අවස්ථා – දැන් බදවා ගැනේ!
පුහුණු සහ නුපුහුණු – ඔබ සදහාමයි!
අපගේ හෝටල් , නිවාඩු නිකේතන සහ ආපනශාලා හී සේවය කිරීමට උද්යෝගිමත් පුද්ගලයින් සොයමින් සිටින්නෙමු.
⸻
📌 අප සොයන්නේ පහත තනතුරු සඳහාය:
🔹 ස්ටුවට් (Steward)
🔹 රූම් කීපර් (Room Keeper)
🔹 කුක් / සූපවේදියන්
🔹 ඇසිස්ටන්ට් (ආධාරක නිළධාරීන්)
🔹 වේටර් / වේට්‍රස්
🔹 රිසෙප්ෂන් නිළධාරීන්
⸻
👥 කාන්තා සහ පිරිමි දෙදෙනාටම අවස්ථාව ඇත.
📍 දිවයින පුරා සිටින අයදුම්කරුවන්ගෙන් ඉල්ලුම් කළ හැක.
⸻
💼 ප්‍රතිලාභ:
🍽️ නොමිලේ ආහාර සහ පාන
🛏️ නොමිලේ නවාතැන්
💰 මුලික වැටුප රු. 65,000/- සිට ඉහළට
📈 දක්ෂතාවය අනුව වැඩි වැටුප් ලබාදේ
⸻
📢 අවස්ථා සීමිත බැවින් අදම අමතන්න හා ඔබගේ ස්ථානය වෙන් කරවා ගන්න!
074 3077 563
076 4363 883
076 4363 884
076 4363 878
Whats app contact
074 3077 563
076 4363 883
076 4363 884
076 4363 878
⸻
ඔබේ ජීවිතයට නව පියවරක් දැමීමට හොඳම අවස්ථාව මෙය විය හැක. අදම අයදුම් කරන්න!",,
https://ikman.lk/en/ad/kitchen-helper-trincomalee-trincomalee-4,"⭕Hotel Vacancies
1. Cook
2. Kitchen Helper
3. House Keeping
4. Waiter
🛑Food and Accomodations will be Provided.
📍Location :- Trincomalee
📲Contact :- 0777567517",,
https://ikman.lk/en/ad/hottel-seevk-seevkaa-trikunnaamly-trincomalee-3,"⸻
🏨 හෝටල් රැකියා අවස්ථා – දැන් බදවා ගැනේ!
පුහුණු සහ නුපුහුණු – ඔබ සදහාමයි!
අපගේ හෝටල් , නිවාඩු නිකේතන සහ ආපනශාලා හී සේවය කිරීමට උද්යෝගිමත් පුද්ගලයින් සොයමින් සිටින්නෙමු.
⸻
📌 අප සොයන්නේ පහත තනතුරු සඳහාය:
🔹 ස්ටුවට් (Steward)
🔹 රූම් කීපර් (Room Keeper)
🔹 කුක් / සූපවේදියන්
🔹 ඇසිස්ටන්ට් (ආධාරක නිළධාරීන්)
🔹 වේටර් / වේට්‍රස්
🔹 රිසෙප්ෂන් නිළධාරීන්
⸻
👥 කාන්තා සහ පිරිමි දෙදෙනාටම අවස්ථාව ඇත.
📍 දිවයින පුරා සිටින අයදුම්කරුවන්ගෙන් ඉල්ලුම් කළ හැක.
⸻
💼 ප්‍රතිලාභ:
🍽️ නොමිලේ ආහාර සහ පාන
🛏️ නොමිලේ නවාතැන්
💰 මුලික වැටුප රු. 65,000/- සිට ඉහළට
📈 දක්ෂතාවය අනුව වැඩි වැටුප් ලබාදේ
⸻
📢 අවස්ථා සීමිත බැවින් අදම අමතන්න හා ඔබගේ ස්ථානය වෙන් කරවා ගන්න!
076 4363 878
076 4363 887
076 4363 883
074 3077 561
Whats app contact
076 4363 878
076 4363 887
076 4363 883
074 3077 561
⸻
ඔබේ ජීවිතයට නව පියවරක් දැමීමට හොඳම අවස්ථාව මෙය විය හැක. අදම අයදුම් කරන්න!",,
https://ikman.lk/en/ad/hottel-seevk-seevkaa-kollmb-colombo-1,"⸻
🏨 හෝටල් රැකියා අවස්ථා – දැන් බදවා ගැනේ!
පුහුණු සහ නුපුහුණු – ඔබ සදහාමයි!
අපගේ හෝටල් , නිවාඩු නිකේතන සහ ආපනශාලා හී සේවය කිරීමට උද්යෝගිමත් පුද්ගලයින් සොයමින් සිටින්නෙමු.
⸻
📌 අප සොයන්නේ පහත තනතුරු සඳහාය:
🔹 ස්ටුවට් (Steward)
🔹 රූම් කීපර් (Room Keeper)
🔹 කුක් / සූපවේදියන්
🔹 ඇසිස්ටන්ට් (ආධාරක නිළධාරීන්)
🔹 වේටර් / වේට්‍රස්
🔹 රිසෙප්ෂන් නිළධාරීන්
⸻
👥 කාන්තා සහ පිරිමි දෙදෙනාටම අවස්ථාව ඇත.
📍 දිවයින පුරා සිටින අයදුම්කරුවන්ගෙන් ඉල්ලුම් කළ හැක.
⸻
💼 ප්‍රතිලාභ:
🍽️ නොමිලේ ආහාර සහ පාන
🛏️ නොමිලේ නවාතැන්
💰 මුලික වැටුප රු. 65,000/- සිට ඉහළට
📈 දක්ෂතාවය අනුව වැඩි වැටුප් ලබාදේ
⸻
📢 අවස්ථා සීමිත බැවින් අදම අමතන්න හා ඔබගේ ස්ථානය වෙන් කරවා ගන්න!
074 3077 561
074 3077 563
076 4363 883
076 4363 884
Whats app contact
074 3077 561
074 3077 563
076 4363 883
076 4363 884
⸻
ඔබේ ජීවිතයට නව පියවරක් දැමීමට හොඳම අවස්ථාව මෙය විය හැක. අදම අයදුම් කරන්න!",,
https://ikman.lk/en/ad/linen-room-attendant-male-kalutara-1,"💼 𝐏𝐎𝐒𝐈𝐓𝐈𝐎𝐍 : LINEN ROOM ATTENDANT (MALE)
💠 𝐑𝐄𝐐𝐔𝐈𝐑𝐄𝐌𝐄𝐍𝐓𝐒 :
Age between 25 – 50 years
Relevant experience in star class hotels
Professional background in relevant field
Outstanding interpersonal communication and customer service skills
💠 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
Male candidate with proven experience in hospitality linen operations
Strong attention to detail and organizational abilities
Ability to work efficiently in a fast-paced hotel environment
Physically fit to handle laundry equipment and manage linen stocks
Excellent team player with a professional attitude
💠 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐈𝐁𝐈𝐋𝐈𝐓𝐈𝐄𝐒 :
Knowledge of operating Linen Room machines and equipment
Clean, sort, fold and issue linens and uniforms
Operate laundry machines and equipment
Ensure cleanliness and proper maintenance of the linen room
Monitor linen stock and report shortages
Follow hotel hygiene and safety standards
💠 𝐉𝐎𝐁 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
【~】✪
Manage daily linen room operations at Grand Beach Hotel
Maintain inventory of all linens, towels, and staff uniforms
Coordinate with housekeeping and laundry teams
Ensure all linens meet quality and presentation standards
Support the hospitality team in delivering exceptional guest experiences
✅ 𝐁𝐄𝐍𝐄𝐅𝐈𝐓𝐒 :
【~】✪ We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate.
Salary: Rs. 40,000 + Service Charge (SC)
Career growth opportunities within Wijaya Leisure group
Work with a team that values your contribution
Professional development in the hospitality industry
✅ 𝐇𝐎𝐖 𝐓𝐎 𝐀𝐏𝐏𝐋𝐘 ✍️ :
If you feel you are the right individual for the above position, then apply via ""𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄"" of this advert.
You can also send your CV to:
＃📳 𝓒𝓸𝓷𝓽𝓪𝓬𝓽 :
📞 074 321 1847
📞 070 456 7567
＃ 📧 𝐸𝓂𝒶𝒾𝓁:
📧 wijayaleisure@sltnet.lk
📍 Grand Beach Hotel, Pohoddaramulla, Wadduwa, Sri Lanka.
[ 𝐖𝐄 𝐇𝐈𝐆𝐇𝐋𝐘 𝐈𝐍𝐅𝐎𝐑𝐌 𝐀𝐋𝐋 𝐓𝐇𝐄 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄𝐒 𝐓𝐎 𝐌𝐄𝐍𝐓𝐈𝐎𝐍 𝐀 𝐕𝐀𝐋𝐈𝐃 𝐌𝐎𝐁𝐈𝐋𝐄 𝐍𝐔𝐌𝐁𝐄𝐑 & 𝐈𝐓 𝐈𝐒 𝐂𝐎𝐌𝐏𝐔𝐋𝐒𝐎𝐑𝐘 𝐓𝐎 𝐀𝐓𝐓𝐀𝐂𝐇 𝐘𝐎𝐔𝐑 𝐂𝐕 𝐁𝐘 𝐔𝐏𝐃𝐀𝐓𝐈𝐍𝐆 𝐘𝐎𝐔𝐑 ""𝗜𝗞𝗠𝗔𝗡 𝗥𝗘𝗦𝗨𝗠𝗘"" ]
Hospitality with a Difference 🏨✨",,
https://ikman.lk/en/ad/linen-room-attendant-male-kalutara,"💼 𝐏𝐎𝐒𝐈𝐓𝐈𝐎𝐍 : LINEN ROOM ATTENDANT (MALE)
💠 𝐑𝐄𝐐𝐔𝐈𝐑𝐄𝐌𝐄𝐍𝐓𝐒 :
Age between 25 – 50 years
Relevant experience in star class hotels
Professional background in relevant field
Outstanding interpersonal communication and customer service skills
💠 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
Male candidate with proven experience in hospitality linen operations
Strong attention to detail and organizational abilities
Ability to work efficiently in a fast-paced hotel environment
Physically fit to handle laundry equipment and manage linen stocks
Excellent team player with a professional attitude
💠 𝐑𝐄𝐒𝐏𝐎𝐍𝐒𝐈𝐁𝐈𝐋𝐈𝐓𝐈𝐄𝐒 :
Knowledge of operating Linen Room machines and equipment
Clean, sort, fold and issue linens and uniforms
Operate laundry machines and equipment
Ensure cleanliness and proper maintenance of the linen room
Monitor linen stock and report shortages
Follow hotel hygiene and safety standards
💠 𝐉𝐎𝐁 𝐏𝐑𝐎𝐅𝐈𝐋𝐄 :
【~】✪
Manage daily linen room operations at Grand Beach Hotel
Maintain inventory of all linens, towels, and staff uniforms
Coordinate with housekeeping and laundry teams
Ensure all linens meet quality and presentation standards
Support the hospitality team in delivering exceptional guest experiences
✅ 𝐁𝐄𝐍𝐄𝐅𝐈𝐓𝐒 :
【~】✪ We offer an attractive remuneration package & incentives that are above market standards for the suitable candidate.
Salary: Rs. 40,000 + Service Charge (SC)
Career growth opportunities within Wijaya Leisure group
Work with a team that values your contribution
Professional development in the hospitality industry
✅ 𝐇𝐎𝐖 𝐓𝐎 𝐀𝐏𝐏𝐋𝐘 ✍️ :
If you feel you are the right individual for the above position, then apply via ""𝗔𝗽𝗽𝗹𝘆 𝗡𝗼𝘄"" of this advert.
You can also send your CV to:
＃📳 𝓒𝓸𝓷𝓽𝓪𝓬𝓽 :
📞 074 321 1847
📞 070 456 7567
＃ 📧 𝐸𝓂𝒶𝒾𝓁:
📧 wijayaleisure@sltnet.lk
📍 Grand Beach Hotel, Pohoddaramulla, Wadduwa, Sri Lanka.
[ 𝐖𝐄 𝐇𝐈𝐆𝐇𝐋𝐘 𝐈𝐍𝐅𝐎𝐑𝐌 𝐀𝐋𝐋 𝐓𝐇𝐄 𝐂𝐀𝐍𝐃𝐈𝐃𝐀𝐓𝐄𝐒 𝐓𝐎 𝐌𝐄𝐍𝐓𝐈𝐎𝐍 𝐀 𝐕𝐀𝐋𝐈𝐃 𝐌𝐎𝐁𝐈𝐋𝐄 𝐍𝐔𝐌𝐁𝐄𝐑 & 𝐈𝐓 𝐈𝐒 𝐂𝐎𝐌𝐏𝐔𝐋𝐒𝐎𝐑𝐘 𝐓𝐎 𝐀𝐓𝐓𝐀𝐂𝐇 𝐘𝐎𝐔𝐑 𝐂𝐕 𝐁𝐘 𝐔𝐏𝐃𝐀𝐓𝐈𝐍𝐆 𝐘𝐎𝐔𝐑 ""𝗜𝗞𝗠𝗔𝗡 𝗥𝗘𝗦𝗨𝗠𝗘"" ]
Hospitality with a Difference 🏨✨",,
https://ikman.lk/en/ad/need-experience-cook-anuradhapura,"Need an experienced cook for a leading hotel at Wilpattu, Anuradhapura.
Need experience in both Western and Sri Lankan menus,
Attractive salary for an experienced cook.
Food and accommodation will be provided.",,
https://ikman.lk/en/ad/room-assistant-colombo-18,"දඹුල්ල නගරයට ආසන්නව සංචාරක නිවහනක සේවය සඳහා අවංක, පලපුරුදු,දක්ෂ සේවකයෙක් අවශ්‍ය වී ඇත.",,
https://ikman.lk/en/ad/need-experienced-room-boy-anuradhapura,"We're hiring an experienced room boy for a leading hotel in Wilpattu, Anuradhapura. Attractive salary and other facilities. Accommodation and food will be provided.",,
